,main_speaker,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
1131,Read Montague,10.5,8.833333333333334,8.583333333333334,6.416666666666667,5.166666666666667,4.583333333333333,4.583333333333333,4.333333333333333,3.4166666666666665,3.0833333333333335,2.6666666666666665,2.5
1132,Bahia Shehab,0.0,4.333333333333333,0.0,6.75,1.5833333333333333,1.1666666666666667,11.75,16.166666666666668,12.583333333333334,13.5,13.166666666666666,13.166666666666666
1133,Aris Venetikidis,0.0,0.0,3.4166666666666665,2.4166666666666665,3.4166666666666665,1.4166666666666667,8.916666666666666,7.416666666666667,3.0833333333333335,3.5833333333333335,4.25,2.5833333333333335
1134,Vicki Arroyo,1.3333333333333333,0.75,0.4166666666666667,0.9166666666666666,0.75,0.8333333333333334,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666
1135,Amy Cuddy,1.9166666666666667,1.1666666666666667,1.1666666666666667,1.3333333333333333,1.4166666666666667,1.1666666666666667,11.083333333333334,34.75,42.333333333333336,46.5,60.75,43.0
1136,Jason McCue,60.75,28.916666666666668,28.166666666666668,22.333333333333332,21.416666666666668,21.916666666666668,19.333333333333332,15.416666666666666,17.083333333333332,10.666666666666666,12.083333333333334,13.5
1137,Thomas P. Campbell,9.75,17.25,21.333333333333332,19.583333333333332,9.5,10.416666666666666,8.0,7.0,6.416666666666667,7.666666666666667,7.5,9.25
1138,Tim Leberecht,0.6666666666666666,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.0,0.25,0.08333333333333333,0.25,0.08333333333333333,0.4166666666666667,0.25,0.25
1139,Ruby Wax,12.416666666666666,10.416666666666666,10.083333333333334,18.833333333333332,11.583333333333334,17.75,17.416666666666668,19.0,20.333333333333332,15.083333333333334,16.75,25.0
1140,Melissa Marshall,44.583333333333336,32.916666666666664,32.833333333333336,29.0,23.083333333333332,22.0,25.75,24.916666666666668,23.25,23.75,24.666666666666668,19.666666666666668
1141,Maurizio Seracini,26.083333333333332,14.25,10.333333333333334,6.5,4.25,4.916666666666667,7.166666666666667,2.6666666666666665,2.8333333333333335,3.0833333333333335,2.9166666666666665,1.25
1142,Eddie Obeng,17.75,9.0,7.666666666666667,7.5,6.25,5.583333333333333,14.666666666666666,10.666666666666666,8.666666666666666,5.833333333333333,5.25,4.583333333333333
1143,John Wilbanks,37.916666666666664,20.416666666666668,19.583333333333332,10.666666666666666,10.0,6.583333333333333,11.416666666666666,9.416666666666666,8.083333333333334,6.416666666666667,6.666666666666667,6.583333333333333
1144,Beau Lotto + Amy O'Toole,0.3333333333333333,0.16666666666666666,0.0,0.25,0.16666666666666666,0.16666666666666666,0.25,0.0,0.0,0.16666666666666666,0.0,0.4166666666666667
1145,Heather Brooke,74.33333333333333,81.41666666666667,85.5,64.33333333333333,53.833333333333336,39.25,34.083333333333336,27.75,23.583333333333332,19.833333333333332,13.083333333333334,10.416666666666666
1146,Ryan Merkley,2.6666666666666665,1.3333333333333333,2.1666666666666665,5.833333333333333,4.25,4.416666666666667,3.4166666666666665,3.5833333333333335,3.6666666666666665,5.583333333333333,15.833333333333334,18.583333333333332
1147,Pankaj Ghemawat,36.416666666666664,44.666666666666664,45.416666666666664,34.666666666666664,25.833333333333332,38.166666666666664,43.666666666666664,31.083333333333332,31.416666666666668,19.75,19.0,20.333333333333332
1148,David Pizarro,11.0,8.5,6.666666666666667,7.166666666666667,9.583333333333334,7.916666666666667,31.0,15.083333333333334,8.583333333333334,15.916666666666666,6.583333333333333,8.333333333333334
1149,Lemn Sissay,3.8333333333333335,2.6666666666666665,2.6666666666666665,2.1666666666666665,1.8333333333333333,1.5,2.5,2.0,1.4166666666666667,6.083333333333333,3.8333333333333335,4.833333333333333
1150,Doris Kim Sung,0.0,0.0,0.0,4.25,0.0,2.75,8.666666666666666,18.916666666666668,9.0,11.333333333333334,9.25,3.6666666666666665
1151,Sanjay Pradhan,23.333333333333332,22.416666666666668,28.166666666666668,33.333333333333336,38.416666666666664,23.416666666666668,33.833333333333336,30.25,32.583333333333336,24.416666666666668,20.666666666666668,33.583333333333336
1152,Emma Teeling,19.166666666666668,32.083333333333336,14.25,14.5,7.166666666666667,9.583333333333334,6.0,10.416666666666666,7.25,6.166666666666667,6.75,6.5
1153,Adam Garone,4.083333333333333,0.0,5.916666666666667,4.333333333333333,6.333333333333333,12.166666666666666,21.083333333333332,17.25,10.166666666666666,7.25,7.416666666666667,6.5
1154,Faith Jegede Cole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,Matt Killingsworth,7.166666666666667,14.583333333333334,16.583333333333332,11.5,9.916666666666666,6.666666666666667,20.916666666666668,22.333333333333332,30.75,22.083333333333332,14.833333333333334,15.75
1156,Jake Wood,10.916666666666666,11.333333333333334,12.416666666666666,10.25,12.083333333333334,14.583333333333334,12.166666666666666,17.5,29.75,16.75,11.25,13.0
1157,Gary Greenberg,4.416666666666667,3.5,2.9166666666666665,2.5,3.0,2.5,2.4166666666666665,2.75,2.1666666666666665,1.6666666666666667,1.6666666666666667,1.3333333333333333
1158,Georgette Mulheir,0.0,0.0,1.9166666666666667,2.25,0.5833333333333334,1.8333333333333333,1.3333333333333333,3.3333333333333335,2.75,2.5,1.8333333333333333,2.4166666666666665
1159,Jeff Hancock,52.25,35.25,54.0,39.083333333333336,37.833333333333336,32.75,24.5,25.416666666666668,28.166666666666668,26.25,18.916666666666668,19.916666666666668
1160,Julie Burstein,1.25,1.8333333333333333,0.5,0.6666666666666666,0.75,0.9166666666666666,0.9166666666666666,1.0,0.75,1.0,0.75,0.4166666666666667
1161,Arunachalam Muruganantham,0.0,0.0,0.0,0.0,0.0,0.25,3.0833333333333335,3.8333333333333335,6.75,2.8333333333333335,4.416666666666667,17.416666666666668
1162,Hannah Brencher,0.0,0.0,1.6666666666666667,3.1666666666666665,0.0,0.5833333333333334,16.5,31.666666666666668,32.666666666666664,34.25,26.916666666666668,19.916666666666668
1163,Leah Buechley,12.666666666666666,10.25,26.5,20.0,15.083333333333334,12.333333333333334,14.583333333333334,11.666666666666666,9.166666666666666,6.916666666666667,5.333333333333333,5.0
1164,David Binder,73.58333333333333,57.833333333333336,44.333333333333336,38.25,38.416666666666664,30.416666666666668,29.416666666666668,28.75,29.25,27.166666666666668,25.416666666666668,22.833333333333332
1165,Daphne Bavelier,10.666666666666666,13.583333333333334,10.666666666666666,5.583333333333333,8.583333333333334,7.666666666666667,12.083333333333334,13.75,10.5,9.583333333333334,8.0,9.25
1166,Amos Winter,55.916666666666664,56.0,48.916666666666664,60.0,59.666666666666664,45.5,35.75,30.75,23.166666666666668,18.333333333333332,13.75,14.083333333333334
1167,Sleepy Man Banjo Boys,0.0,0.0,0.0,0.0,0.4166666666666667,25.5,28.083333333333332,29.666666666666668,21.25,15.75,9.25,5.5
1168,Candy Chang,15.083333333333334,8.75,7.25,7.0,8.083333333333334,22.083333333333332,45.583333333333336,45.5,31.083333333333332,27.25,19.25,14.416666666666666
1169,Ernesto Sirolli,9.166666666666666,5.083333333333333,3.8333333333333335,3.3333333333333335,2.5833333333333335,1.25,12.333333333333334,14.916666666666666,10.916666666666666,11.583333333333334,7.166666666666667,5.583333333333333
1170,Jonas Eliasson,20.416666666666668,15.833333333333334,8.416666666666666,9.666666666666666,9.083333333333334,5.583333333333333,5.75,6.166666666666667,5.583333333333333,5.0,5.833333333333333,4.083333333333333
1171,Janine Shepherd,28.75,23.5,16.416666666666668,14.083333333333334,18.0,9.833333333333334,20.166666666666668,26.666666666666668,13.333333333333334,8.583333333333334,8.166666666666666,10.916666666666666
1172,Munir Virani,0.0,0.0,6.166666666666667,4.833333333333333,7.083333333333333,8.916666666666666,8.0,4.5,5.333333333333333,6.083333333333333,2.0,2.1666666666666665
1173,Paolo Cardini,0.0,3.5,14.666666666666666,17.833333333333332,21.416666666666668,10.75,19.416666666666668,20.916666666666668,15.75,14.416666666666666,16.166666666666668,14.333333333333334
1174,Bobby Ghosh,21.25,25.833333333333332,17.0,14.0,16.25,14.75,17.333333333333332,20.333333333333332,23.583333333333332,12.583333333333334,9.25,11.333333333333334
1175,Ludwick Marishane,0.0,0.0,0.0,0.75,1.8333333333333333,4.5,21.75,17.166666666666668,13.666666666666666,18.666666666666668,19.333333333333332,11.583333333333334
1176,Jeff Smith,77.58333333333333,68.91666666666667,68.16666666666667,63.666666666666664,60.166666666666664,54.75,50.75,49.5,47.166666666666664,47.5,46.0,45.5
1177,Lemon Andersen,0.25,0.4166666666666667,0.4166666666666667,0.5,0.4166666666666667,0.25,1.1666666666666667,1.0,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.16666666666666666
1178,Ellen 't Hoen,5.666666666666667,0.0,0.0,2.5,1.75,0.0,1.9166666666666667,3.25,3.5833333333333335,4.583333333333333,3.8333333333333335,3.0833333333333335
1179,Markham Nolan,34.833333333333336,20.333333333333332,27.416666666666668,26.083333333333332,14.666666666666666,18.666666666666668,11.0,18.916666666666668,16.25,15.166666666666666,13.416666666666666,13.75
1180,Marcus Byrne,26.916666666666668,24.166666666666668,33.0,25.583333333333332,18.0,19.25,18.833333333333332,20.583333333333332,13.916666666666666,14.333333333333334,17.5,11.916666666666666
1181,Molly Crockett,16.25,21.75,16.0,10.416666666666666,10.0,12.916666666666666,17.75,30.333333333333332,16.5,15.0,16.083333333333332,14.583333333333334
1182,Steven Addis,10.25,7.0,4.583333333333333,4.0,3.8333333333333335,3.1666666666666665,2.5,4.25,2.4166666666666665,2.0,2.3333333333333335,1.75
1183,Adam Davidson,59.833333333333336,45.583333333333336,49.75,50.75,34.5,37.166666666666664,58.416666666666664,51.666666666666664,52.5,50.5,52.583333333333336,53.666666666666664
1184,Ronny Edry,0.0,2.0,0.0,2.25,0.0,0.0,8.5,7.916666666666667,3.3333333333333335,2.8333333333333335,1.3333333333333333,1.5833333333333333
1185,Karen Thompson Walker,3.1666666666666665,2.25,0.8333333333333334,1.0833333333333333,1.8333333333333333,6.166666666666667,32.583333333333336,27.416666666666668,11.0,7.916666666666667,6.75,4.833333333333333
1186,Hadyn Parry,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.5,3.0,3.0,1.8333333333333333,2.6666666666666665,1.25
1187,Don Levy,53.166666666666664,46.666666666666664,30.75,42.0,46.083333333333336,50.75,38.75,29.666666666666668,27.75,28.25,22.75,19.5
1188,Sue Austin,46.25,30.916666666666668,25.416666666666668,31.75,27.25,23.75,25.333333333333332,27.333333333333332,26.25,19.75,17.083333333333332,16.75
1189,Jarrett J. Krosoczka,3.1666666666666665,1.4166666666666667,2.5,1.9166666666666667,1.0833333333333333,1.6666666666666667,1.0,2.8333333333333335,1.75,1.25,1.25,1.4166666666666667
1190,Boghuma Kabisen Titanji,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.25
1191,Andy Puddicombe,0.0,1.0,0.0,0.0,5.166666666666667,7.25,9.166666666666666,51.833333333333336,49.166666666666664,56.666666666666664,52.416666666666664,56.5
1192,Angela Patton,9.583333333333334,6.083333333333333,5.166666666666667,4.5,4.416666666666667,10.416666666666666,9.25,18.0,6.916666666666667,5.083333333333333,6.583333333333333,3.4166666666666665
1193,Ellen Jorgensen,1.1666666666666667,1.0833333333333333,0.9166666666666666,0.9166666666666666,1.0,1.25,1.0833333333333333,2.0833333333333335,1.25,1.1666666666666667,1.5,1.5833333333333333
1194,Cameron Russell,4.583333333333333,4.5,3.6666666666666665,3.5833333333333335,4.25,4.5,5.75,27.666666666666668,16.0,11.666666666666666,10.416666666666666,8.5
1195,Richard Weller,2.5,1.5833333333333333,1.3333333333333333,1.0833333333333333,1.0833333333333333,1.0833333333333333,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.75
1196,Colin Stokes,7.083333333333333,6.416666666666667,3.3333333333333335,7.5,4.333333333333333,3.6666666666666665,2.75,9.333333333333334,7.416666666666667,5.916666666666667,5.75,3.8333333333333335
1197,Janine di Giovanni,12.833333333333334,6.5,4.25,3.9166666666666665,4.75,7.75,6.416666666666667,7.916666666666667,11.083333333333334,3.25,7.083333333333333,4.083333333333333
1198,Colin Powell,12.583333333333334,9.166666666666666,19.583333333333332,7.5,6.0,5.5,7.416666666666667,5.416666666666667,4.416666666666667,4.333333333333333,7.666666666666667,3.4166666666666665
1199,Steven Schwaitzberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,Leslie Morgan Steiner,11.083333333333334,8.416666666666666,8.25,25.916666666666668,5.25,5.0,3.0,18.833333333333332,14.916666666666666,10.416666666666666,7.666666666666667,10.75
1201,Wingham Rowan,1.5833333333333333,1.4166666666666667,1.0833333333333333,0.4166666666666667,0.5,0.75,0.16666666666666666,2.5833333333333335,0.75,1.0833333333333333,0.16666666666666666,0.4166666666666667
1202,Mitch Resnick,3.4166666666666665,3.75,3.25,2.3333333333333335,2.25,1.75,1.25,2.4166666666666665,1.75,1.5833333333333333,1.3333333333333333,1.3333333333333333
1203,iO Tillett Wright,0.0,0.0,0.0,0.3333333333333333,1.1666666666666667,2.0,2.0833333333333335,5.666666666666667,3.75,8.416666666666666,38.083333333333336,14.416666666666666
1204,Fahad Al-Attiya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,Kid President,2.5,1.8333333333333333,3.4166666666666665,3.0,2.5,2.5833333333333335,3.6666666666666665,43.416666666666664,30.833333333333332,24.083333333333332,22.916666666666668,18.083333333333332
1206,Zahra' Langhi,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.5833333333333333,0.5,1.0833333333333333,1.0,1.0833333333333333
1207,Tyler DeWitt,11.75,5.916666666666667,8.916666666666666,5.833333333333333,4.25,4.583333333333333,4.083333333333333,27.916666666666668,28.0,34.25,59.416666666666664,63.083333333333336
1208,Cesar Kuriyama,0.9166666666666666,0.4166666666666667,0.3333333333333333,0.25,0.08333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25
1209,Edi Rama,7.333333333333333,12.083333333333334,4.916666666666667,18.25,12.583333333333334,18.0,7.583333333333333,30.083333333333332,31.833333333333332,29.083333333333332,26.25,29.583333333333332
1210,Shabana Basij-Rasikh,0.0,0.0,0.0,0.0,3.5,6.083333333333333,7.666666666666667,26.25,17.583333333333332,15.666666666666666,10.583333333333334,10.916666666666666
1211,Erik Schlangen,8.333333333333334,4.25,0.0,8.416666666666666,11.5,2.9166666666666665,8.083333333333334,13.833333333333334,9.916666666666666,4.166666666666667,8.25,6.583333333333333
1212,James B. Glattfelder,0.0,0.0,0.0,0.0,0.0,0.25,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333
1213,Esther Perel,4.916666666666667,8.75,4.25,2.3333333333333335,3.4166666666666665,2.1666666666666665,2.5,12.916666666666666,18.666666666666668,25.416666666666668,22.833333333333332,51.0
1214,Young-ha Kim,1.5833333333333333,1.0,0.3333333333333333,1.3333333333333333,1.75,1.0,1.0833333333333333,1.3333333333333333,1.0833333333333333,0.6666666666666666,0.75,0.5833333333333334
1215,Miguel Nicolelis,8.416666666666666,6.166666666666667,9.0,10.833333333333334,9.75,27.583333333333332,12.666666666666666,14.5,20.5,7.416666666666667,7.666666666666667,4.25
1216,Keith Chen,45.833333333333336,24.75,27.0,19.833333333333332,17.916666666666668,14.5,18.583333333333332,31.75,18.833333333333332,17.5,17.75,13.75
1217,Afra Raymond,0.0,0.0,1.75,2.0,3.9166666666666665,2.3333333333333335,1.9166666666666667,5.833333333333333,3.75,2.8333333333333335,1.8333333333333333,3.4166666666666665
1218,Andreas Schleicher,18.666666666666668,14.833333333333334,8.666666666666666,7.333333333333333,8.166666666666666,7.416666666666667,6.666666666666667,10.333333333333334,9.5,7.666666666666667,6.166666666666667,7.0
1219,Michael Dickinson,54.333333333333336,43.416666666666664,43.666666666666664,38.5,34.75,32.25,29.5,29.083333333333332,29.916666666666668,25.5,22.0,20.75
1220,Bruno Maisonnier,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0
1221,Jennifer Granholm,18.916666666666668,6.916666666666667,14.083333333333334,9.0,6.083333333333333,4.5,15.0,2.8333333333333335,1.8333333333333333,1.8333333333333333,5.75,2.0833333333333335
1222,Amanda Palmer,4.666666666666667,6.5,19.916666666666668,29.0,27.083333333333332,25.083333333333332,28.833333333333332,41.166666666666664,20.75,17.333333333333332,11.083333333333334,8.5
1223,Allan Savory,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.75,0.9166666666666666,0.9166666666666666,0.5,0.3333333333333333
1224,Ron Finley,10.0,7.25,10.333333333333334,6.833333333333333,5.166666666666667,4.583333333333333,4.666666666666667,40.25,29.583333333333332,25.666666666666668,18.166666666666668,17.166666666666668
1225,Kakenya Ntaiya,0.0,1.4166666666666667,1.1666666666666667,1.75,1.5,1.9166666666666667,1.0,6.75,3.6666666666666665,3.0,2.6666666666666665,3.5833333333333335
1226,Shane Koyczan,3.25,3.0,2.5833333333333335,3.5,14.25,5.583333333333333,6.166666666666667,38.666666666666664,22.0,17.666666666666668,13.25,9.916666666666666
1227,Dan Pallotta,1.0,0.5833333333333334,0.9166666666666666,1.0,0.8333333333333334,0.6666666666666666,1.0,5.166666666666667,2.4166666666666665,1.8333333333333333,1.75,1.1666666666666667
1228,David Anderson,76.58333333333333,63.666666666666664,67.16666666666667,58.666666666666664,57.833333333333336,49.583333333333336,51.666666666666664,47.666666666666664,44.25,47.416666666666664,52.25,37.083333333333336
1229,Catarina Mota,0.5833333333333334,0.75,0.4166666666666667,0.4166666666666667,0.5,0.08333333333333333,0.4166666666666667,0.5833333333333334,0.08333333333333333,0.0,0.0,0.0
1230,Elon Musk,0.16666666666666666,0.5833333333333334,0.6666666666666666,0.8333333333333334,2.25,1.5,5.333333333333333,14.166666666666666,17.0,32.583333333333336,40.25,67.83333333333333
1231,Hyeonseo Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0
1232,Francis Collins,38.25,48.25,38.333333333333336,45.75,34.666666666666664,28.083333333333332,25.666666666666668,27.25,23.5,21.666666666666668,16.833333333333332,18.583333333333332
1233,Mark Shaw,29.583333333333332,26.5,25.166666666666668,24.666666666666668,24.5,22.583333333333332,21.75,22.583333333333332,25.666666666666668,21.916666666666668,20.0,18.666666666666668
1234,Richard Turere,0.0,1.5,0.0,0.0,0.0,0.0,2.75,16.666666666666668,10.833333333333334,9.0,11.416666666666666,9.916666666666666
1235,Colin Camerer,63.5,36.083333333333336,29.416666666666668,18.666666666666668,16.166666666666668,10.583333333333334,10.75,17.666666666666668,9.166666666666666,6.333333333333333,6.25,8.25
1236,Katherine Kuchenbecker,26.083333333333332,14.25,7.416666666666667,8.416666666666666,16.0,15.25,11.0,11.5,8.333333333333334,7.0,3.5833333333333335,7.5
1237,Kees Moeliker,4.416666666666667,21.25,15.583333333333334,34.666666666666664,19.083333333333332,13.5,12.0,16.166666666666668,10.916666666666666,9.583333333333334,8.833333333333334,8.0
1238,Sanjay Dastoor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
1239,Ken Jennings,20.083333333333332,8.666666666666666,9.333333333333334,7.666666666666667,6.75,13.583333333333334,8.166666666666666,7.25,14.25,7.75,4.916666666666667,6.916666666666667
1240,Freeman Hrabowski,13.583333333333334,9.083333333333334,9.5,6.166666666666667,6.916666666666667,15.5,17.666666666666668,13.333333333333334,8.5,8.083333333333334,6.5,5.333333333333333
1241,Keller Rinaudo,0.0,0.0,0.4166666666666667,0.0,0.0,1.0,0.6666666666666666,2.0833333333333335,0.8333333333333334,0.4166666666666667,1.4166666666666667,2.5
1242,Laura Snyder,5.833333333333333,3.8333333333333335,3.9166666666666665,3.1666666666666665,2.5833333333333335,2.0833333333333335,2.1666666666666665,2.4166666666666665,2.0833333333333335,2.3333333333333335,2.0833333333333335,2.6666666666666665
1243,Rose George,59.916666666666664,57.75,54.916666666666664,53.083333333333336,51.583333333333336,49.166666666666664,49.416666666666664,58.916666666666664,61.166666666666664,59.583333333333336,52.916666666666664,52.833333333333336
1244,Thomas Insel,45.666666666666664,51.333333333333336,33.25,41.416666666666664,34.583333333333336,28.416666666666668,24.166666666666668,32.083333333333336,30.083333333333332,31.75,24.75,21.666666666666668
1245,Joshua Prager,39.833333333333336,23.75,13.0,12.083333333333334,9.5,8.083333333333334,6.083333333333333,27.666666666666668,9.333333333333334,7.416666666666667,18.25,7.666666666666667
1246,Andres Lozano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,BLACK,41.166666666666664,37.25,37.666666666666664,39.666666666666664,45.75,52.583333333333336,50.416666666666664,51.583333333333336,52.583333333333336,57.666666666666664,59.166666666666664,57.416666666666664
1248,John McWhorter,7.416666666666667,5.0,5.416666666666667,4.5,3.3333333333333335,2.5833333333333335,2.0,2.5833333333333335,2.3333333333333335,2.75,2.9166666666666665,3.75
1249,Robert Gordon,86.25,72.91666666666667,61.5,60.833333333333336,56.666666666666664,52.666666666666664,53.333333333333336,46.916666666666664,41.666666666666664,39.083333333333336,37.833333333333336,32.666666666666664
1250,Erik Brynjolfsson,4.416666666666667,2.9166666666666665,2.75,1.8333333333333333,1.5,1.9166666666666667,1.8333333333333333,3.1666666666666665,4.166666666666667,3.1666666666666665,3.0833333333333335,3.5833333333333335
1251,Michael Stevens,71.83333333333333,60.083333333333336,59.333333333333336,69.66666666666667,55.666666666666664,50.083333333333336,50.833333333333336,57.75,66.08333333333333,58.166666666666664,50.916666666666664,51.25
1252,Jennifer Healey,17.083333333333332,18.25,14.916666666666666,12.333333333333334,9.333333333333334,8.0,8.25,9.583333333333334,7.75,7.25,6.583333333333333,11.416666666666666
1253,Nilofer Merchant,2.0,4.583333333333333,6.666666666666667,5.25,9.666666666666666,8.5,11.333333333333334,27.416666666666668,21.583333333333332,14.25,6.833333333333333,10.666666666666666
1254,Sebastião Salgado,21.333333333333332,22.5,17.333333333333332,16.916666666666668,12.166666666666666,11.916666666666666,12.583333333333334,28.25,26.25,32.583333333333336,14.5,19.333333333333332
1255,Rita Pierson,1.0,0.5,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.4166666666666667,4.5,6.0,6.75,4.75,5.25
1256,Timothy Bartik,2.9166666666666665,0.8333333333333334,2.1666666666666665,3.9166666666666665,2.0,2.3333333333333335,2.3333333333333335,2.0833333333333335,1.0,1.75,1.5833333333333333,1.3333333333333333
1257,ShaoLan,54.666666666666664,34.0,35.0,36.666666666666664,25.0,21.0,14.75,30.0,30.166666666666668,21.583333333333332,16.583333333333332,13.833333333333334
1258,Ramsey Musallam,5.083333333333333,4.0,7.333333333333333,2.0833333333333335,1.4166666666666667,6.0,8.833333333333334,17.916666666666668,18.25,12.916666666666666,13.166666666666666,11.166666666666666
1259,Pearl Arredondo,0.0,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,17.25,8.916666666666666,7.166666666666667,9.166666666666666,4.083333333333333
1260,Malcolm London,33.333333333333336,26.666666666666668,23.666666666666668,23.166666666666668,24.916666666666668,19.0,20.083333333333332,19.916666666666668,19.166666666666668,20.0,17.416666666666668,17.25
1261,Geoffrey Canada,22.75,25.416666666666668,22.583333333333332,29.5,54.75,41.333333333333336,28.0,23.333333333333332,17.833333333333332,12.166666666666666,10.166666666666666,9.25
1262,Angela Lee Duckworth,1.5833333333333333,0.0,0.9166666666666666,1.5,1.3333333333333333,2.5833333333333335,2.1666666666666665,14.916666666666666,16.416666666666668,15.416666666666666,13.5,20.916666666666668
1263,Meg Jay,10.75,7.916666666666667,10.333333333333334,7.166666666666667,7.583333333333333,6.333333333333333,14.0,41.333333333333336,26.333333333333332,20.5,15.666666666666666,13.666666666666666
1264,Maria Bezaitis,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0
1265,Liu Bolin,0.0,0.75,1.0833333333333333,23.0,11.833333333333334,36.416666666666664,17.5,20.166666666666668,10.0,7.25,4.833333333333333,6.083333333333333
1266,Jay Silver,5.333333333333333,4.75,4.833333333333333,5.333333333333333,6.083333333333333,4.916666666666667,4.666666666666667,6.0,5.25,4.916666666666667,4.5,4.416666666666667
1267,Sergey Brin,38.166666666666664,36.916666666666664,32.583333333333336,29.083333333333332,33.75,35.666666666666664,31.916666666666668,56.083333333333336,43.166666666666664,38.75,25.333333333333332,26.666666666666668
1268,Peter Singer,73.91666666666667,65.91666666666667,57.25,64.5,53.333333333333336,47.0,43.333333333333336,42.0,39.166666666666664,40.833333333333336,38.166666666666664,36.083333333333336
1269,Phil Hansen,2.75,8.916666666666666,5.583333333333333,5.916666666666667,7.833333333333333,3.6666666666666665,3.3333333333333335,3.4166666666666665,5.166666666666667,2.9166666666666665,2.0833333333333335,2.0
1270,Judy MacDonald Johnston,5.083333333333333,3.5833333333333335,0.0,0.0,1.5833333333333333,2.3333333333333335,0.9166666666666666,10.5,2.0,4.083333333333333,3.5,2.6666666666666665
1271,Alastair Parvin,0.0,7.833333333333333,2.75,4.333333333333333,3.3333333333333335,1.0,3.5,31.083333333333332,16.666666666666668,12.25,12.916666666666666,14.0
1272,Ji-Hae Park,0.6666666666666666,2.25,0.3333333333333333,0.0,0.16666666666666666,1.3333333333333333,1.0,5.583333333333333,2.5,1.4166666666666667,1.0,0.9166666666666666
1273,Jackson Katz,31.166666666666668,26.083333333333332,25.0,27.166666666666668,21.5,17.833333333333332,17.916666666666668,35.0,28.333333333333332,21.25,16.75,21.916666666666668
1274,Hendrik Poinar,11.666666666666666,7.916666666666667,6.916666666666667,2.3333333333333335,2.3333333333333335,4.5,1.5833333333333333,3.5833333333333335,3.5833333333333335,4.25,2.5833333333333335,2.3333333333333335
1275,Lisa Bu,19.333333333333332,21.5,17.5,22.5,17.0,17.916666666666668,24.083333333333332,30.75,32.416666666666664,27.916666666666668,23.916666666666668,27.0
1276,Andrew Solomon,21.75,15.25,12.416666666666666,13.666666666666666,12.583333333333334,11.333333333333334,22.666666666666668,40.666666666666664,59.333333333333336,41.166666666666664,32.5,25.333333333333332
1277,Alex Laskey,1.75,1.0833333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.9166666666666666,1.9166666666666667,1.5,0.75,0.6666666666666666,0.75
1278,Anas Aremeyaw Anas,0.0,0.16666666666666666,0.5,0.8333333333333334,1.5833333333333333,2.8333333333333335,3.9166666666666665,2.75,2.0833333333333335,13.833333333333334,2.25,1.4166666666666667
1279,Denise Herzing,1.1666666666666667,0.5,0.08333333333333333,0.08333333333333333,0.3333333333333333,1.0833333333333333,0.5,0.6666666666666666,0.8333333333333334,0.5833333333333334,0.16666666666666666,0.5
1280,Martin Villeneuve,59.75,41.416666666666664,36.416666666666664,33.5,42.083333333333336,39.666666666666664,36.833333333333336,42.416666666666664,37.333333333333336,35.833333333333336,43.25,38.75
1281,Raffaello D'Andrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,George Papandreou,1.75,2.3333333333333335,1.1666666666666667,4.083333333333333,9.916666666666666,16.333333333333332,4.333333333333333,3.25,1.3333333333333333,2.3333333333333335,0.9166666666666666,0.6666666666666666
1283,Daniel Suarez,7.75,6.5,7.75,11.75,17.416666666666668,14.833333333333334,18.416666666666668,19.916666666666668,27.166666666666668,16.916666666666668,17.166666666666668,18.5
