,main_speaker,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
484,Bertrand Piccard,35.833333333333336,31.666666666666668,22.25,21.5,26.75,17.0,19.416666666666668,16.5,21.916666666666668,32.916666666666664,27.75,23.083333333333332
485,Vilayanur Ramachandran,12.083333333333334,12.916666666666666,12.833333333333334,13.25,12.833333333333334,12.333333333333334,7.0,6.666666666666667,5.083333333333333,4.666666666666667,4.25,3.0833333333333335
486,Nick Veasey,9.5,5.5,28.0,24.333333333333332,23.416666666666668,13.333333333333334,13.0,11.916666666666666,10.166666666666666,8.583333333333334,5.666666666666667,5.5
487,Dan Buettner,16.416666666666668,8.166666666666666,18.916666666666668,20.916666666666668,25.583333333333332,20.333333333333332,16.0,19.5,11.166666666666666,29.166666666666668,13.583333333333334,18.916666666666668
488,Romulus Whitaker,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
489,Herbie Hancock,31.333333333333332,27.333333333333332,36.833333333333336,23.0,28.166666666666668,22.416666666666668,19.25,18.5,16.0,15.416666666666666,12.416666666666666,14.5
490,Randy Pausch,0.0,3.25,29.916666666666668,4.583333333333333,2.9166666666666665,2.1666666666666665,1.5833333333333333,1.0,1.0,1.0,0.4166666666666667,0.5833333333333334
491,Robert Sapolsky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
492,Matt Weinstein,2.5833333333333335,2.3333333333333335,1.6666666666666667,1.4166666666666667,1.25,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,0.9166666666666666,0.75,15.083333333333334
493,Kartick Satyanarayan,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.5,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0
494,Kiran Sethi,10.416666666666666,18.25,13.666666666666666,14.666666666666666,37.833333333333336,24.166666666666668,15.666666666666666,17.833333333333332,21.833333333333332,26.666666666666668,18.25,12.333333333333334
495,Lalitesh Katragadda,3.0,4.25,7.416666666666667,3.0,5.0,4.5,6.75,7.916666666666667,5.916666666666667,8.083333333333334,5.0,5.25
496,Edwidge Danticat,38.5,39.333333333333336,32.916666666666664,31.166666666666668,40.916666666666664,29.416666666666668,22.666666666666668,28.833333333333332,22.916666666666668,20.166666666666668,17.666666666666668,16.583333333333332
497,Charles Fleischer,12.916666666666666,10.416666666666666,6.75,9.416666666666666,14.75,8.333333333333334,7.583333333333333,8.833333333333334,7.5,7.0,4.75,5.75
498,David Blaine,15.25,5.25,6.0,3.0,3.0833333333333335,2.0,3.25,3.3333333333333335,3.25,2.0,3.4166666666666665,2.4166666666666665
499,Ravin Agrawal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,Anthony Atala,26.833333333333332,15.833333333333334,11.75,10.916666666666666,13.166666666666666,22.5,16.166666666666668,14.25,13.583333333333334,10.5,9.666666666666666,7.416666666666667
501,Sivamani,27.333333333333332,35.333333333333336,41.916666666666664,59.166666666666664,67.41666666666667,59.25,65.83333333333333,56.0,70.41666666666667,59.666666666666664,66.75,62.583333333333336
502,Taylor Mali,20.333333333333332,33.5,26.583333333333332,26.833333333333332,36.333333333333336,40.333333333333336,28.916666666666668,24.666666666666668,17.583333333333332,17.333333333333332,9.166666666666666,7.5
503,Bill Davenhall,0.0,0.0,0.16666666666666666,0.0,1.0833333333333333,0.75,0.5833333333333334,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333
504,Jane Chen,14.666666666666666,14.916666666666666,13.083333333333334,13.166666666666666,15.0,14.833333333333334,14.25,13.833333333333334,12.333333333333334,15.5,13.333333333333334,12.5
505,Derek Sivers,11.833333333333334,8.583333333333334,10.583333333333334,9.333333333333334,28.5,30.833333333333332,28.416666666666668,25.0,20.0,25.333333333333332,38.833333333333336,30.916666666666668
506,JK Rowling,23.833333333333332,28.416666666666668,11.75,10.5,11.0,21.333333333333332,22.25,17.416666666666668,18.666666666666668,18.0,21.75,19.25
507,Sendhil Mullainathan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,Jamie Heywood,26.166666666666668,11.416666666666666,10.333333333333334,8.5,10.5,7.5,6.666666666666667,5.5,7.083333333333333,4.333333333333333,4.25,3.3333333333333335
509,George Whitesides,48.0,48.916666666666664,40.583333333333336,38.25,53.166666666666664,40.0,31.5,25.75,26.0,20.5,17.916666666666668,16.916666666666668
510,David Agus,1.3333333333333333,3.0,2.3333333333333335,2.5833333333333335,3.5833333333333335,2.9166666666666665,20.666666666666668,7.583333333333333,15.333333333333334,4.166666666666667,9.666666666666666,3.4166666666666665
511,"Tom Shannon, John Hockenberry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,Peter Eigen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,Jamie Oliver,29.333333333333332,27.583333333333332,33.666666666666664,39.416666666666664,59.833333333333336,63.833333333333336,59.5,61.75,58.75,56.666666666666664,53.25,48.75
514,David Cameron,6.083333333333333,5.25,4.166666666666667,6.666666666666667,21.75,13.416666666666666,12.333333333333334,12.333333333333334,12.416666666666666,23.833333333333332,22.416666666666668,5.75
515,Philip K. Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,Eric Topol,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5833333333333334,0.0,0.08333333333333333,0.0,0.0
517,Temple Grandin,4.583333333333333,3.6666666666666665,3.25,3.75,34.666666666666664,25.25,14.0,12.916666666666666,11.083333333333334,10.25,9.0,9.0
518,Pawan Sinha,4.166666666666667,5.083333333333333,5.75,31.166666666666668,49.833333333333336,69.91666666666667,45.0,40.583333333333336,46.833333333333336,47.5,52.0,49.583333333333336
519,Raghava KK,2.5,2.5833333333333335,2.0,1.6666666666666667,7.0,4.75,4.916666666666667,3.6666666666666665,2.5,1.8333333333333333,1.1666666666666667,1.1666666666666667
520,Bobby McFerrin,51.833333333333336,56.25,52.75,57.166666666666664,69.41666666666667,56.0,49.5,43.833333333333336,37.166666666666664,27.916666666666668,22.5,19.75
521,Daniel Kahneman,6.166666666666667,6.25,4.916666666666667,4.5,5.666666666666667,7.583333333333333,16.75,17.0,14.833333333333334,13.833333333333334,13.166666666666666,16.583333333333332
522,Harsha Bhogle,3.8333333333333335,3.9166666666666665,5.416666666666667,7.166666666666667,10.333333333333334,17.75,11.666666666666666,12.75,10.166666666666666,14.583333333333334,20.166666666666668,17.666666666666668
523,Gary Flake,1.6666666666666667,1.5,1.0833333333333333,0.5833333333333334,1.25,0.5833333333333334,0.4166666666666667,0.08333333333333333,0.0,0.0,0.0,0.0
524,Richard Feynman,2.5,2.1666666666666665,2.0,2.0833333333333335,2.25,2.5,2.75,3.4166666666666665,2.1666666666666665,2.4166666666666665,2.0,2.1666666666666665
525,James Cameron,5.083333333333333,7.833333333333333,5.0,19.25,28.583333333333332,13.416666666666666,16.416666666666668,10.333333333333334,10.25,9.583333333333334,9.083333333333334,8.916666666666666
526,The LXD,0.75,0.6666666666666666,0.9166666666666666,2.4166666666666665,35.666666666666664,34.166666666666664,14.333333333333334,7.5,4.25,3.4166666666666665,2.5833333333333335,1.9166666666666667
527,Srikumar Rao,3.25,1.9166666666666667,2.8333333333333335,2.6666666666666665,4.916666666666667,1.9166666666666667,2.1666666666666665,1.1666666666666667,1.3333333333333333,1.0,0.75,1.25
528,Gary Lauder's new traffic sign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,Eric Mead,68.16666666666667,41.916666666666664,34.416666666666664,32.916666666666664,31.0,29.25,21.0,14.75,16.5,16.25,12.916666666666666,20.916666666666668
530,Gary Vaynerchuk,0.5833333333333334,3.0,6.666666666666667,13.583333333333334,15.75,12.666666666666666,9.5,10.333333333333334,10.0,15.666666666666666,40.75,70.5
531,Mark Roth,7.416666666666667,6.5,5.916666666666667,6.916666666666667,7.0,5.25,4.666666666666667,4.166666666666667,4.583333333333333,3.8333333333333335,3.9166666666666665,5.5
532,Eric Dishman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,Douglas Adams,6.75,5.583333333333333,4.5,4.666666666666667,4.5,4.166666666666667,3.5,11.583333333333334,2.8333333333333335,2.25,2.0833333333333335,2.0
534,Jane McGonigal,5.833333333333333,6.25,7.083333333333333,4.583333333333333,17.666666666666668,32.666666666666664,32.916666666666664,26.416666666666668,18.583333333333332,22.333333333333332,11.75,9.0
535,Ken Kamler,1.8333333333333333,0.6666666666666666,0.5833333333333334,0.8333333333333334,1.9166666666666667,1.0833333333333333,1.0,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.16666666666666666
536,Shekhar Kapur,1.4166666666666667,2.4166666666666665,2.0,2.1666666666666665,2.5833333333333335,2.0833333333333335,2.0,2.4166666666666665,1.9166666666666667,1.5833333333333333,1.75,1.0833333333333333
537,Sam Harris,25.75,26.75,20.666666666666668,17.166666666666668,23.0,23.666666666666668,26.583333333333332,26.583333333333332,38.833333333333336,45.25,48.916666666666664,61.0
538,Juliana Machado Ferreira,5.25,1.75,5.416666666666667,5.583333333333333,7.583333333333333,4.666666666666667,2.8333333333333335,4.416666666666667,3.8333333333333335,2.8333333333333335,2.25,2.25
539,Alan Siegel,52.0,43.666666666666664,42.25,33.5,36.916666666666664,31.166666666666668,32.833333333333336,39.75,25.0,24.916666666666668,23.416666666666668,19.583333333333332
540,Joel Levine,57.0,51.0,43.0,36.416666666666664,33.0,32.416666666666664,36.666666666666664,33.083333333333336,32.75,28.083333333333332,24.333333333333332,23.0
541,Robert Gupta,47.916666666666664,56.333333333333336,36.583333333333336,44.833333333333336,46.333333333333336,38.833333333333336,44.333333333333336,39.5,33.333333333333336,29.416666666666668,28.333333333333332,27.833333333333332
542,Patsy Rodenburg,8.666666666666666,8.833333333333334,8.5,7.166666666666667,8.5,6.833333333333333,15.333333333333334,6.5,5.916666666666667,5.416666666666667,5.0,4.25
543,Kevin Bales,15.416666666666666,13.25,11.666666666666666,11.583333333333334,13.166666666666666,10.083333333333334,9.416666666666666,8.083333333333334,6.5,5.416666666666667,6.083333333333333,4.583333333333333
544,Shukla Bose,29.0,31.25,18.333333333333332,17.5,31.25,19.5,21.166666666666668,17.916666666666668,16.583333333333332,15.416666666666666,13.833333333333334,12.666666666666666
545,Kirk Citron,5.833333333333333,8.666666666666666,9.583333333333334,9.416666666666666,12.583333333333334,6.75,13.333333333333334,4.083333333333333,7.083333333333333,10.416666666666666,9.583333333333334,10.0
546,Adora Svitak,10.916666666666666,6.916666666666667,3.9166666666666665,14.666666666666666,22.25,10.583333333333334,7.833333333333333,7.416666666666667,6.833333333333333,5.5,4.916666666666667,3.8333333333333335
547,Jesse Schell,0.8333333333333334,1.8333333333333333,1.6666666666666667,2.6666666666666665,11.416666666666666,7.166666666666667,5.416666666666667,6.666666666666667,3.8333333333333335,4.0,3.0,2.5833333333333335
548,Elizabeth Pisani,6.583333333333333,5.083333333333333,20.916666666666668,12.666666666666666,16.75,12.083333333333334,9.083333333333334,7.75,15.166666666666666,7.666666666666667,8.75,6.583333333333333
549,Dennis Hong,50.666666666666664,43.666666666666664,34.333333333333336,33.916666666666664,43.583333333333336,43.5,36.833333333333336,39.833333333333336,37.583333333333336,33.833333333333336,27.583333333333332,25.583333333333332
550,Natalie Merchant,42.416666666666664,32.0,29.416666666666668,27.583333333333332,45.5,22.75,19.416666666666668,17.166666666666668,20.666666666666668,14.25,12.5,13.25
551,Michael Specter,1.5833333333333333,1.0,0.75,1.4166666666666667,1.5,0.5,0.5833333333333334,0.8333333333333334,0.5833333333333334,0.5,0.3333333333333333,0.3333333333333333
552,Jonathan Klein,57.666666666666664,48.166666666666664,41.333333333333336,39.916666666666664,47.333333333333336,37.666666666666664,41.75,37.333333333333336,30.083333333333332,26.583333333333332,26.5,23.75
553,Thelma Golden,27.25,15.833333333333334,19.916666666666668,17.166666666666668,12.083333333333334,10.416666666666666,10.416666666666666,8.083333333333334,12.5,10.75,11.666666666666666,12.416666666666666
554,Eric Whitacre,32.5,28.0,24.166666666666668,25.916666666666668,33.583333333333336,39.666666666666664,34.833333333333336,31.166666666666668,23.666666666666668,20.5,16.416666666666668,14.666666666666666
555,Edith Widder,0.8333333333333334,0.8333333333333334,0.75,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.0
556,James Randi,63.583333333333336,72.41666666666667,57.0,46.916666666666664,51.166666666666664,42.5,45.166666666666664,38.083333333333336,35.166666666666664,39.333333333333336,22.5,23.916666666666668
557,Frederick Balagadde,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,Omar Ahmad,45.166666666666664,38.166666666666664,40.833333333333336,39.666666666666664,39.333333333333336,42.833333333333336,38.416666666666664,41.083333333333336,37.75,38.25,34.166666666666664,31.583333333333332
559,Kavita Ramdas,10.583333333333334,10.833333333333334,7.75,7.916666666666667,11.666666666666666,8.0,6.916666666666667,4.083333333333333,5.333333333333333,9.333333333333334,7.083333333333333,5.25
560,Stephen Wolfram,8.583333333333334,8.916666666666666,6.333333333333333,21.583333333333332,9.416666666666666,8.75,10.166666666666666,7.833333333333333,6.75,5.333333333333333,4.666666666666667,3.6666666666666665
561,Roz Savage,2.4166666666666665,10.25,12.0,8.166666666666666,5.416666666666667,6.0,1.8333333333333333,2.5833333333333335,1.5833333333333333,1.1666666666666667,1.0,0.75
562,Sebastian Wernicke,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,2.0,0.9166666666666666,1.4166666666666667,1.3333333333333333,1.25,0.9166666666666666,1.3333333333333333,0.5833333333333334
563,Esther Duflo,12.333333333333334,7.833333333333333,8.583333333333334,22.25,25.166666666666668,23.916666666666668,20.0,21.916666666666668,11.416666666666666,13.833333333333334,8.166666666666666,7.916666666666667
564,Simon Sinek,0.08333333333333333,0.0,0.0,0.0,1.8333333333333333,4.083333333333333,6.583333333333333,8.166666666666666,12.25,11.583333333333334,14.75,34.916666666666664
565,Jeremy Jackson,6.666666666666667,4.083333333333333,9.25,10.166666666666666,6.083333333333333,10.5,6.833333333333333,6.083333333333333,7.25,14.416666666666666,4.333333333333333,4.0
566,Anil Gupta,16.25,15.25,15.833333333333334,15.666666666666666,15.333333333333334,15.416666666666666,17.916666666666668,15.083333333333334,12.916666666666666,12.416666666666666,10.75,10.416666666666666
567,Thomas Dolby,63.666666666666664,43.5,32.583333333333336,32.833333333333336,31.0,29.416666666666668,25.5,23.5,16.916666666666668,14.833333333333334,14.0,15.25
568,Nicholas Christakis,6.5,7.5,7.5,12.166666666666666,15.75,9.583333333333334,8.416666666666666,7.166666666666667,5.916666666666667,14.916666666666666,10.333333333333334,13.75
569,Enric Sala,9.25,5.666666666666667,7.5,5.75,5.0,4.416666666666667,4.916666666666667,4.833333333333333,4.25,4.0,4.5,3.75
570,Dan Meyer,9.333333333333334,7.583333333333333,9.0,14.0,17.0,13.333333333333334,15.0,18.333333333333332,17.083333333333332,15.5,14.333333333333334,14.5
571,Viktor Frankl,57.083333333333336,51.416666666666664,46.666666666666664,51.333333333333336,65.66666666666667,78.91666666666667,78.5,78.58333333333333,81.16666666666667,76.0,70.83333333333333,73.33333333333333
572,William Li,12.333333333333334,11.583333333333334,10.0,10.916666666666666,16.166666666666668,12.916666666666666,13.25,13.916666666666666,11.833333333333334,11.833333333333334,11.416666666666666,10.916666666666666
573,Graham Hill,55.666666666666664,48.416666666666664,52.083333333333336,52.333333333333336,47.25,54.5,47.333333333333336,53.083333333333336,51.666666666666664,50.583333333333336,42.0,46.0
574,Dee Boersma,5.166666666666667,2.5,2.0,3.25,1.5833333333333333,2.0833333333333335,2.0833333333333335,1.0,1.1666666666666667,1.1666666666666667,0.9166666666666666,0.8333333333333334
575,Richard Sears,77.25,74.0,66.25,54.0,48.75,52.833333333333336,40.166666666666664,38.25,31.333333333333332,30.5,24.0,24.583333333333332
576,Johanna Blakley,0.0,0.6666666666666666,0.75,0.5,1.9166666666666667,2.3333333333333335,1.9166666666666667,1.5,1.3333333333333333,0.75,1.0,0.5
577,Sharmeen Obaid-Chinoy,0.0,2.25,2.25,3.0833333333333335,3.1666666666666665,0.5,13.333333333333334,1.75,1.0833333333333333,1.0,13.833333333333334,2.3333333333333335
578,Seth Berkley,1.1666666666666667,0.3333333333333333,0.5833333333333334,0.9166666666666666,0.75,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.3333333333333333,0.6666666666666666,0.5833333333333334,0.4166666666666667
579,Sophie Hunger,0.8333333333333334,5.666666666666667,18.5,44.833333333333336,56.083333333333336,29.916666666666668,31.25,45.333333333333336,19.25,32.583333333333336,25.166666666666668,11.25
580,John Underkoffler,11.166666666666666,3.3333333333333335,5.333333333333333,5.083333333333333,21.916666666666668,10.666666666666666,8.333333333333334,4.083333333333333,4.833333333333333,4.166666666666667,4.333333333333333,3.5
581,Brian Skerry,2.0833333333333335,17.333333333333332,15.333333333333334,17.333333333333332,20.166666666666668,25.583333333333332,25.666666666666668,18.916666666666668,12.75,16.416666666666668,10.5,11.416666666666666
582,"Christopher ""moot"" Poole""",0.0,0.0,12.583333333333334,28.833333333333332,47.5,25.0,20.25,16.833333333333332,17.75,13.833333333333334,7.0,5.083333333333333
583,Adam Sadowsky,2.5833333333333335,1.75,1.8333333333333333,5.25,7.0,5.166666666666667,5.5,5.083333333333333,4.0,3.6666666666666665,3.0833333333333335,1.0833333333333333
584,John Kasaona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,Stewart Brand + Mark Z. Jacobson,46.5,46.583333333333336,41.833333333333336,57.583333333333336,68.16666666666667,57.083333333333336,55.166666666666664,48.666666666666664,39.166666666666664,31.583333333333332,25.0,24.416666666666668
586,David Byrne,42.083333333333336,34.083333333333336,57.583333333333336,57.75,35.75,30.5,41.75,32.75,23.666666666666668,19.083333333333332,19.166666666666668,17.75
587,Margaret Gould Stewart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0
588,Peter Tyack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,Cameron Herold,2.3333333333333335,16.666666666666668,7.916666666666667,9.833333333333334,32.916666666666664,18.833333333333332,14.25,14.416666666666666,15.083333333333334,14.5,12.666666666666666,15.0
590,Ananda Shankar Jayant,3.75,7.333333333333333,3.75,7.083333333333333,9.416666666666666,4.75,5.666666666666667,4.333333333333333,5.166666666666667,4.166666666666667,3.5,2.75
591,Chip Conley,21.833333333333332,28.833333333333332,28.583333333333332,25.166666666666668,48.833333333333336,36.583333333333336,48.0,32.083333333333336,33.166666666666664,25.916666666666668,24.416666666666668,20.916666666666668
592,Marian Bantjes,21.5,44.75,51.416666666666664,53.166666666666664,71.66666666666667,59.25,43.166666666666664,35.583333333333336,25.25,16.916666666666668,12.333333333333334,11.5
593,Aditi Shankardass,0.0,2.3333333333333335,0.0,0.6666666666666666,20.333333333333332,10.416666666666666,7.416666666666667,7.666666666666667,5.0,4.416666666666667,2.5,2.5833333333333335
594,Hillel Cooperman,33.916666666666664,17.833333333333332,5.0,7.083333333333333,21.916666666666668,12.916666666666666,4.5,4.25,3.8333333333333335,3.3333333333333335,3.6666666666666665,4.583333333333333
595,Ellen Dunham-Jones,4.75,3.1666666666666665,10.333333333333334,18.833333333333332,15.833333333333334,12.166666666666666,11.416666666666666,11.5,8.5,7.0,4.75,9.583333333333334
596,Stephen Palumbi,16.25,22.75,12.0,3.6666666666666665,8.166666666666666,7.0,5.833333333333333,4.416666666666667,6.166666666666667,5.416666666666667,3.9166666666666665,3.8333333333333335
597,Carter Emmart,8.083333333333334,5.166666666666667,6.916666666666667,9.166666666666666,18.083333333333332,13.5,10.75,8.666666666666666,9.0,10.75,5.833333333333333,3.8333333333333335
598,Mitchell Joachim,1.8333333333333333,1.1666666666666667,1.1666666666666667,3.25,1.75,0.9166666666666666,0.9166666666666666,0.75,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.0
599,Benoit Mandelbrot,10.5,8.416666666666666,7.083333333333333,7.25,16.166666666666668,7.25,4.75,6.416666666666667,6.166666666666667,3.9166666666666665,3.4166666666666665,2.9166666666666665
600,Ellen  Gustafson,17.833333333333332,8.916666666666666,12.083333333333334,7.083333333333333,19.416666666666668,15.25,13.833333333333334,10.333333333333334,10.583333333333334,5.916666666666667,5.666666666666667,6.0
601,Carl Safina,43.666666666666664,33.25,21.75,21.5,22.75,23.416666666666668,15.083333333333334,11.25,8.666666666666666,22.75,23.333333333333332,22.583333333333332
602,Matt Ridley,49.833333333333336,44.333333333333336,29.416666666666668,33.416666666666664,53.833333333333336,47.166666666666664,45.583333333333336,43.916666666666664,39.0,50.416666666666664,41.583333333333336,35.25
603,Ethan Zuckerman,11.25,10.083333333333334,10.416666666666666,7.916666666666667,8.5,6.833333333333333,6.25,5.833333333333333,9.416666666666666,6.083333333333333,4.666666666666667,4.583333333333333
604,Elif Shafak,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333
605,Julian Assange,0.0,0.0,0.0,0.0,11.5,7.666666666666667,7.916666666666667,5.416666666666667,3.75,2.6666666666666665,8.25,4.916666666666667
606,Naif Al-Mutawa,10.75,10.5,11.666666666666666,12.583333333333334,20.666666666666668,12.916666666666666,7.083333333333333,6.0,5.333333333333333,3.25,1.25,1.5
607,Dimitar Sasselov,10.5,13.25,9.25,9.083333333333334,17.75,7.25,8.25,4.0,7.75,4.166666666666667,4.666666666666667,3.75
608,Tan Le,13.083333333333334,18.75,26.583333333333332,41.583333333333336,64.41666666666667,80.75,81.5,83.33333333333333,78.5,74.33333333333333,62.5,55.583333333333336
609,Kevin Stone,7.75,7.166666666666667,7.166666666666667,6.833333333333333,6.583333333333333,7.333333333333333,7.0,6.833333333333333,7.166666666666667,7.333333333333333,7.333333333333333,7.0
610,Sheena Iyengar,8.25,6.75,3.9166666666666665,2.6666666666666665,26.25,15.416666666666666,20.25,15.25,10.083333333333334,9.0,6.0,8.25
611,Susan Shaw,48.916666666666664,39.0,52.416666666666664,47.333333333333336,45.916666666666664,37.833333333333336,34.666666666666664,35.583333333333336,35.166666666666664,26.416666666666668,29.916666666666668,22.583333333333332
612,John Delaney,40.5,37.666666666666664,31.583333333333332,27.833333333333332,29.166666666666668,30.25,36.25,30.5,35.5,33.416666666666664,31.166666666666668,38.416666666666664
613,Laurie Santos,4.583333333333333,2.6666666666666665,3.25,2.1666666666666665,4.166666666666667,3.3333333333333335,2.8333333333333335,2.5,2.5,1.8333333333333333,1.6666666666666667,1.25
614,Jason Clay,24.916666666666668,25.083333333333332,27.083333333333332,24.25,30.833333333333332,28.083333333333332,22.5,23.25,29.416666666666668,37.666666666666664,29.416666666666668,22.833333333333332
615,Sheryl WuDunn,6.916666666666667,6.833333333333333,5.0,11.25,12.666666666666666,7.25,8.25,5.0,6.416666666666667,4.583333333333333,3.0833333333333335,2.0833333333333335
616,Diane J. Savino,0.0,0.0,0.0,0.08333333333333333,0.5,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
617,Peter Molyneux,14.416666666666666,11.0,18.833333333333332,15.666666666666666,20.0,15.083333333333334,31.833333333333332,22.0,15.75,19.916666666666668,14.333333333333334,9.0
618,Jamil Abu-Wardeh,0.0,0.16666666666666666,0.0,0.16666666666666666,0.5833333333333334,0.5,0.5833333333333334,0.0,0.0,0.0,0.0,0.0
619,Maz Jobrani,7.416666666666667,29.083333333333332,26.0,26.166666666666668,36.416666666666664,29.5,28.333333333333332,33.166666666666664,32.166666666666664,34.333333333333336,33.583333333333336,39.583333333333336
620,Seth Priebatsch,0.0,0.0,0.75,3.1666666666666665,13.833333333333334,13.166666666666666,7.916666666666667,3.4166666666666665,1.75,1.5833333333333333,1.8333333333333333,1.75
621,David McCandless,11.583333333333334,8.75,11.75,12.666666666666666,38.833333333333336,35.833333333333336,27.0,22.166666666666668,21.5,20.0,14.333333333333334,13.583333333333334
622,Lee Hotz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,Jeremy Rifkin,49.75,40.833333333333336,30.75,29.25,44.25,39.5,40.333333333333336,29.75,44.083333333333336,32.5,22.5,18.5
624,Jim Toomey,32.916666666666664,24.666666666666668,10.25,17.333333333333332,23.75,16.083333333333332,13.25,16.5,10.166666666666666,6.75,9.916666666666666,6.0
625,Lisa Margonelli,6.833333333333333,26.083333333333332,9.666666666666666,11.833333333333334,8.083333333333334,8.833333333333334,6.5,2.5833333333333335,2.0833333333333335,3.9166666666666665,1.5833333333333333,1.0833333333333333
626,Dan Cobley,3.5833333333333335,3.8333333333333335,4.833333333333333,3.4166666666666665,8.5,5.333333333333333,5.666666666666667,5.75,6.416666666666667,4.583333333333333,4.0,4.083333333333333
627,Nic Marks,17.25,16.5,13.583333333333334,16.0,21.666666666666668,24.083333333333332,23.416666666666668,19.75,20.833333333333332,19.916666666666668,20.333333333333332,31.0
628,Johan Rockstrom,22.25,0.0,3.3333333333333335,9.0,24.333333333333332,27.75,26.5,24.666666666666668,19.833333333333332,29.666666666666668,20.916666666666668,18.333333333333332
629,His Holiness the Karmapa,7.333333333333333,13.833333333333334,23.166666666666668,10.5,24.416666666666668,18.5,12.916666666666666,8.416666666666666,10.666666666666666,13.416666666666666,7.416666666666667,7.583333333333333
630,Rachel Sussman,42.083333333333336,27.916666666666668,29.833333333333332,23.333333333333332,33.666666666666664,17.5,20.833333333333332,14.916666666666666,33.416666666666664,19.0,19.166666666666668,16.583333333333332
631,Alwar Balasubramaniam,0.0,0.0,2.8333333333333335,2.1666666666666665,7.583333333333333,8.5,5.416666666666667,5.416666666666667,2.5833333333333335,3.0833333333333335,2.3333333333333335,2.3333333333333335
632,Carne Ross,8.916666666666666,7.916666666666667,4.083333333333333,4.583333333333333,5.666666666666667,5.916666666666667,7.75,5.166666666666667,4.25,3.75,3.3333333333333335,5.75
633,Ben Cameron,53.916666666666664,51.583333333333336,44.333333333333336,47.166666666666664,60.5,53.75,55.0,58.583333333333336,65.41666666666667,70.91666666666667,62.0,51.75
634,Rob Dunbar,35.166666666666664,21.416666666666668,23.166666666666668,17.333333333333332,17.166666666666668,12.5,9.25,10.833333333333334,10.916666666666666,8.083333333333334,7.166666666666667,6.833333333333333
635,Jessa Gamble,0.0,1.5,1.25,0.0,13.916666666666666,8.5,5.416666666666667,5.75,7.083333333333333,5.666666666666667,5.25,4.5
636,Caroline Phillips,57.916666666666664,42.833333333333336,41.583333333333336,35.833333333333336,32.333333333333336,31.25,27.166666666666668,31.166666666666668,28.916666666666668,21.75,24.083333333333332,21.666666666666668
637,Christien Meindertsma,16.583333333333332,9.583333333333334,19.75,27.333333333333332,32.166666666666664,26.416666666666668,28.916666666666668,17.083333333333332,12.166666666666666,9.0,9.5,7.916666666666667
638,Mitchell Besser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,Annie Lennox,15.25,21.083333333333332,15.75,19.666666666666668,19.333333333333332,13.75,15.75,10.416666666666666,13.916666666666666,20.583333333333332,9.75,9.916666666666666
640,Fabian Hemmert,15.25,13.916666666666666,2.3333333333333335,5.25,14.916666666666666,7.75,11.0,8.75,7.583333333333333,5.166666666666667,5.75,6.0
